schedule,schedule_type,reason
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thời gian làm việc: 8 tiếng/ngày từ thứ 2 - thứ 6. Checkin linh hoạt từ 8h00-8h30.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | T2-T6 và 2T7/tháng,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8h00 –  17h00, thứ 2 – thứ 6",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:20 đến 17:40),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc: 08h30 - 17h30 T2 - T6; T7 làm việc cách tuần; | Nghỉ trưa: Từ 12h00-13h00,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ trưa 1 giờ 30 phút: 11g30 ~ 13g00.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Linh hoạt giờ check-in từ 8:00 - 9:00,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8 tiếng/ngày từ thứ 2 - thứ 6, checkin linh hoạt từ 8h-8h30 sáng",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | linh hoạt giờ check-in từ 8:00 - 9:00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 17:00) | Có thể lựa chọn Fulltime hoặc Part-time,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Hoặc theo quy định làm việc của bên đối tác,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc: 9h00 - 18h00 (Từ Thứ 2 - Thứ 6),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 06:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:15),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Hành chính,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:00 đến 16:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:15 đến 17:30),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:45) | Check-in linh hoạt 8h-9h, check-out lúc 17h15-18h15. T2-T6",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Hai T7/Tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa 1h30p từ 12h-13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Hoặc 8:00 - 17:30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Nghỉ trưa: 12h - 13h30 | Nghỉ T7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Trực theo ca kíp,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ trưa từ 12:00 - 13:30,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc: Xoay ca (08:00 - 17:00 hoặc 12:00 - 21:00), OFF 1 ngày bất kỳ/tuần.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Nghỉ giữa giờ | 15 ngày phép/năm,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 () | Từ Thứ Hai đến Thứ Sáu,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | T7 Làm online,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Làm việc t2 đến t6 và t7 tuần lẻ của tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc linh hoạt: | Check-in: 8:00 - 9:00 | Check-out: 17:00 - 18:00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:30 đến 18:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:00 đến 17:00) | Thứ 2 - Thứ 6 (từ 13:00 đến 22:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Chấm công linh hoạt,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Flexible working time,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Working time: Monday to Friday, hybrid, no check-in/check-out required.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00), T7 làm remote.",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | (Thời gian nghỉ trưa: 1h30- Từ 12h00 -13h30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 - Thứ 6 (từ 08:30 đến 12:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Thứ 2 - Thứ 6: 8g30 - 18g00 (tùy chọn linh hoạt),T2-T6,header-T6-pure
Làm việc từ thứ 2- thứ 6 ( 8h30-18h),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:30 đến 18:15),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - thứ 6,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Trực ngoài giờ theo phân công của đơn vị,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | T7 làm việc cách tuần,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Địa điểm làm việc: Hybrid (kết hợp giữa làm việc online / work from home và làm việc trực tiếp tại văn phòng công ty tại Quận 6, đường Võ Văn Kiệt)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:20 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Từ 8h00 - 12h00 và 13h30 - 17h30; Từ thứ 2 đến thứ 6.,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 00:00 đến 00:00) | Only work from Mon-Fri, off Sat & Sun",T2-T6,header-T6-pure
"Làm việc Thứ 2 - Thứ 6, checkin linh hoạt trong khung 08h00 - 09h00 (đảm bảo làm việc 8h/ngày)",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:45) | Linh hoạt, check in từ 8h-9h, check out từ 17h15-18h15",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 9h-18h45 (nghỉ trưa từ 12h00-13h45) | Làm 6 buổi/tuần, nghỉ 1 ngày bất kỳ trong tuần",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nNghỉ giải lao 15 phút mỗi buổi sáng/chiều""]",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 2- Thứ 6, 7,5h/ngày",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Chấm công linh hoạt. Check in từ 8h - 8h30, check out từ 17g30 - 18g. | Nghỉ trưa 1 tiếng 30 phút. (11g45-13g15)",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Hội sở Techcombank, số 6 Quang Trung, Hà Nội",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:40),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nThứ 7 cách tuần""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Có chế độ làm việc Remote,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:00 đến 17:00),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | 8h/ngày, làm T2-T6 và nghỉ T7 cách tuần.",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | T7 làm cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 07:30 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Flexible time: | - Checkin: 8h30-9h | - Checkout: 18h-18h30,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | thời gian làm việc 8h00 – 17h30 từ thứ Hai tới thứ Sáu, nghỉ trưa 1,5h.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 18:30) | Thời gian làm việc 8 tiếng/ngày,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Công ty áp dụng chế độ làm việc linh hoạt Core time,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Hybrid working,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:20 đến 18:00) | - Sáng : 8h20 – 12h | - Chiều : 13h30 – 18h,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:15),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:50 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 10:00 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 17:30) | Thứ 2 - Thứ 6 (từ 08:30 đến 17:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Flexible working time: | - Morning: 8:00 am -12:00 pm (check in from 8:00 am to 8:45 am) | - Afternoon: 1:00 pm - 5:45 pm (check out from 5:00 pm to 5:45 pm),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Giờ tiêu chuẩn: 9:00 – 18:00 (8h làm việc / 1h nghỉ) Có chế độ flex time: Giờ vào: 6:00 – 10:00 /Giờ ra: 15:00 – 21:00 ( Có thể thay đổi tùy dự án ),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Flexible time: | Check in from 08h00 to 09h00 AM | Check out from 5h15 to 6h15 PM,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 22:00) | có thể nhắn tin IG: mattomo_ ngay để apply nhanh,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 18:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ trưa 12h - 13h30,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Part-time: 24 giờ/tuần, Ca làm linh hoạt. Có thể làm thêm khi có sự kiện (trao đổi trước)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian theo thỏa thuận,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 6 được về sớm,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 17:30) | Check in linh động 8h00 - 8h30,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thứ 2 - Thứ 6 (từ 08:30 đến 17:30, nghỉ trưa 12:00-13:00)",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Monday to Friday, alternative Saturday",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Làm việc từ T2-T6 và 2 T7 cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | nghỉ trưa 1 tiếng,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc từ thứ Hai tới thứ Sáu, 8 am ~ 5:48 pm",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ thứ 2 đến thứ 6: Sáng 08:30 - 12:00, Chiều 13:00 - 17:30",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 18:00) | linh hoạt giờ check-in từ 8:00 - 9:00,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Working hours: Monday to Friday, 9:00 AM – 6:30 PM.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | 08h00 - 17h30, nghỉ trưa 1h30p, thứ 2 đến ngày thứ 6",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | T2-T6: 8:30-17:30 | T7: buổi sáng làm từ xa nếu có dự án,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Ứng viên có thể đăng ký ca, ngày làm phù hợp.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Ca ngày từ 8-17h có tăng ca,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Từ thứ hai đến thứ sau ( 9h sáng đến 18h chiều),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | chấm công linh hoạt,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Hỗ trợ làm việc Hybrid/Remote. Cân bằng giữa công việc và cuộc sống,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc có thể thay đổi phụ thuộc vào nhu cầu vận hành của nhà máy. Nhưng không vượt quá mức 44 tiếng/tuần. Có tính lương OT và chế độ nghỉ bù.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Làm 2 ngày T7/tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 11:30) | Thứ 2 - Thứ 6 (từ 13:00 đến 17:15),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:45 đến 16:25),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | 8H30-17H30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian thử việc: 2 tháng. | Thời gian làm việc: 05 ngày/ tuần.,T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)\nNghỉ trưa 1h30': 12:00 -13:30""]",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:15 đến 17:30)\nLàm việc từ 8h15 - 17h30 từ T2-T6, nghỉ 2 T7 trong tháng""]",T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Linh hoạt thời gian theo lịch học,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | 9h sáng đến 18h tối ( từ thứ hai đến thứ sáu),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)\nThứ 2 - Thứ 6 (từ 09:00 đến 18:30)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Buổi sáng: 8h30 - 12h00 | Nghỉ trưa: 12h00- 13h30 | Buổi chiều: 13h30 -17h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Đăng ký linh hoạt 8:00 - 9:00 đến 17:00 - 18:00 từ Thứ 2 - Thứ 6,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Thời gian làm việc: Thứ 2 – Thứ 6 hàng tuần (8h30 sáng - 5h30 chiều),T2-T6,header-T6-pure
"8h30-18h00, từ Thứ 2 đến Thứ 6",T2-T6,freetext-T6
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Từ thứ 2 đến thứ 6 (8h/ngày),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:00 đến 17:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ trưa 1h30p từ 12h - 13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Có thể làm việc ngoài thời gian trên tùy theo nhu cầu của từng dự án cụ thể,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 17:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Nghỉ trưa từ 12h – 13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Có chế độ Remote 100%,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa 01 tiếng,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thứ 2 - Thứ 6 (từ 09:30 đến 19:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Flexible shift,T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)\nNghỉ trưa 1h""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Nghỉ trưa 1 tiếng 30 phút,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Lunch Break: 12:00 PM – 1:30 PM,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Mon–Fri & alternative Saturday working schedule with 44 hours/week,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc linh động, tự sắp xếp, sựa trên tiến độ và mục tiêu từng Sprint, không theo giờ hành chính cố định.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | - Thời gian làm việc linh hoạt theo tính chất công việc. | - Địa điểm: Remote giai đoạn đầu và có mặt theo lịch của quản lý,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | T7 tuần lẻ,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 09:00 đến 18:15) | Linh hoạt, check in từ 8h-9h, check out từ 17h15-18h15",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 21:30 đến 05:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Xoay ca: 8h-17h30 ; 12h-21h30; 1 ngày off/tuần,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:00 đến 17:00) | Thời gian linh hoạt. Remote 30% thời gian làm việc mỗi tháng.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Buổi sáng:  08:00 - 12:00 | Buổi chiều: 13:30 - 16:00 (16:00 - 16:30 giờ teabreak) | 16:30 - 17:30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:15 đến 17:45),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 17:30),T2-T6,header-T6-pure
"Từ thứ 2 - thứ 6, khung giờ làm việc linh hoạt: | Ca 1: 8:00 AM - 5:30 PM | Ca 2: 8:30 AM - 6:00 PM | Ca 3: 9:00 AM - 6:30 PM",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Giờ làm việc: 7,5 tiếng mỗi ngày, từ Thứ 2 đến Thứ 6 hàng tuần. Nghỉ trưa: 1h30'",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 09:00 đến 17:30) | Toàn thời gian,  trưa (12h-13h).",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 16:30) | Thời gian làm việc: 7h30 - 16h30 các ngày từ T2 - T6,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 10:00 đến 18:30),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Nghỉ trưa 12h-13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6: 8h30 - 17h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:30 đến 18:30) | Được nghỉ trưa 1 tiếng,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Nghỉ trưa 1h30p,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | nghỉ trưa 1,5h",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 13:00 đến 22:00)""]",T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 ()""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 15:30),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 09:00 đến 17:00) | Linh động, làm việc tại nhà, không cần thiết có mặt tại văn phòng",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 12:00) | Thứ 2 - Thứ 6 (từ 13:30 đến 18:00),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:30 đến 17:00)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:50),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Giờ làm việc 8:30 - 18:00 từ thứ 2 tới thứ 6; ưu tiên sự linh hoạt và chủ động quản trị hiệu suất,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | T7 WFH nửa buổi sáng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | - Nghỉ trưa 1 tiếng 30 phút. | - Làm việc 2 ngày T7/tháng (Tuần 1 & Tuần 3),T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 08:15 đến 17:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | 8h00-17h00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Check in linh hoạt 8h - 8h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 16:30) | Theo ca,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Chấm công/làm việc linh hoạt từ 08h00 - 09h30, miễn đủ 8 tiếng, đảm bảo hiệu suất và tiến độ công việc. Nghỉ trưa từ 12h00 - 13h30, thứ 4 nghỉ trưa từ 12h00 - 14h00.",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:15) | Linh hoạt, check in từ 8h-9h, check out từ 17h15-18h15",T2-T6,header-T6-pure
"8h30 - 17h30 (Thứ 2 - Thứ 6), nghỉ trưa 12h - 13h",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc: 8 tiếng/ngày từ thứ 2 - thứ 6, checkin linh hoạt từ 8h - 8h30 sáng",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:20 đến 17:30) | Làm việc từ thứ 2 đến thứ 6,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Nghỉ trưa 1h30p.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:30 đến 16:15),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) | Thời gian linh động theo tính chất công việc.,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | và T7 cách tuần,T2-T7,header-T6+sat-body
"Thứ 2 - Thứ 6 (từ 20:00 đến 05:00) | Thứ 2 - Thứ 6 (từ 23:00 đến 08:00) | Working time: Rotation Shift, including: 5 days a week, 9 hours per day, including 8 working hours and 1 hour for rest",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Fulltime - Parttime,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:45 đến 16:45),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc 7.5h/ ngày.,T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nThứ 7 cách tuần""]",T2-T7,header-T6+sat-body
"[""Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)\nFrom Monday to Friday (40 hours/Week)""]",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:15 đến 17:15),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Làm 2 ngày T7/ tháng,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | T7 làm việc cách tuần,T2-T7,header-T6+sat-body
Thứ 2 - Thứ 6 (từ 20:00 đến 04:00) | Ca 1: 08 PM - 04 AM | Ca 2: 04 AM - 12 PM | Ca 3: 11:00 PM - 6 AM | (5.5 days per week),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 07:40 đến 16:35),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 2 – Thứ 6 (2 ngày thứ 6 làm việc tại nhà),T2-T6,header-T6-pure
"[""Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)\nNghỉ trưa 1 tiếng 30 từ 12h-13h30""]",T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 18:15) | Linh hoạt, check in từ 8h-9h, check out từ 17h15-18h15",T2-T6,header-T6-pure
Thứ 2 - Thứ 5 (từ 08:00 đến 18:00) | Thứ 6 (từ 08:00 đến 17:00),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | Thời gian làm việc: Từ 8h30 – 18h (Thứ 2- Thứ 6, nghỉ trưa từ 12h – 13h30)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Từ thứ 2 đến thứ 6. | 8h-12h | 13h30-17h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | -       Làm việc theo giờ hành chính (từ 8h30 đến 17h30 thứ hai đến thứ sáu. Nghỉ trưa 2 tiếng).,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) | Hybrid working mode | Flexible check-in time,T2-T6,header-T6-pure
8H30 - 17H30 từ Thứ 2 - Thứ 6,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:20 đến 17:30),T2-T6,header-T6-pure
